"Fecha","Cta. Cte. en BCRA","Circulante","<NA>"
2020-05-26,570666,1455738,2026404
2020-05-27,526179,1457541,1983720
2020-05-28,585716,1463712,2049428
2020-05-29,663383,1467909,2131292
2020-06-01,938183,1473316,2411499
2020-06-02,741347,1476806,2218153
2020-06-03,723935,1480882,2204817
2020-06-04,687188,1488345,2175533
2020-06-05,646906,1492081,2138987
2020-06-08,614326,1498712,2113038
2020-06-09,614940,1500403,2115343
2020-06-10,624355,1503286,2127641
2020-06-11,590831,1510178,2101009
2020-06-12,584291,1513300,2097591
2020-06-16,604610,1516847,2121457
2020-06-17,594226,1520676,2114902
2020-06-18,596230,1522279,2118509
2020-06-19,584442,1525859,2110301
2020-06-22,684358,1529138,2213496
2020-06-23,602701,1532865,2135566
2020-06-24,606251,1536549,2142800
2020-06-25,598032,1542653,2140685
2020-06-26,618982,1552390,2171372
2020-06-29,640741,1561643,2202384
2020-06-30,589320,1575181,2164501
2020-07-01,775873,1583224,2359097
2020-07-02,783343,1594131,2377474
2020-07-03,761359,1607248,2368607
2020-07-06,757004,1616763,2373767
2020-07-07,759864,1628403,2388267
2020-07-08,629627,1641294,2270921
2020-07-13,708604,1646407,2355011
2020-07-14,690535,1648417,2338952
2020-07-15,640602,1647740,2288342
2020-07-16,622742,1645985,2268727
2020-07-17,578223,1643653,2221876
2020-07-20,616957,1641424,2258381
2020-07-21,635174,1639660,2274834
2020-07-22,643915,1638664,2282579
2020-07-23,644061,1637601,2281662
2020-07-24,623505,1639450,2262955
2020-07-27,618546,1642276,2260822
2020-07-28,637501,1643701,2281202
2020-07-29,645073,1646293,2291366
2020-07-30,733952,1652094,2386046
2020-07-31,772617,1656283,2428900
2020-08-03,846492,1660482,2506974
2020-08-04,833894,1663464,2497358
2020-08-05,789035,1665535,2454570
2020-08-06,730372,1670148,2400520
2020-08-07,671517,1672714,2344231
2020-08-10,714962,1674389,2389351
2020-08-11,675208,1673662,2348870
2020-08-12,692738,1673222,2365960
2020-08-13,632001,1672143,2304144
2020-08-14,599930,1671543,2271473
2020-08-18,613777,1671098,2284875
2020-08-19,598179,1671329,2269508
2020-08-20,610931,1669323,2280254
2020-08-21,592143,1666931,2259074
2020-08-24,598721,1665427,2264148
2020-08-25,614189,1663923,2278112
2020-08-26,603185,1662958,2266143
2020-08-27,617104,1663082,2280186
2020-08-28,660196,1664561,2324757
2020-08-31,620056,1667169,2287225
2020-09-01,691752,1667454,2359206
2020-09-02,742863,1668573,2411436
2020-09-03,711352,1673356,2384708
2020-09-04,709688,1674981,2384669
2020-09-07,633685,1676722,2310407
2020-09-08,624503,1677220,2301723
2020-09-09,609765,1676991,2286756
2020-09-10,599646,1677097,2276743
2020-09-11,604677,1676610,2281287
2020-09-14,660707,1675383,2336090
2020-09-15,613129,1673910,2287039
2020-09-16,615272,1672798,2288070
2020-09-17,643178,1671203,2314381
2020-09-18,610592,1670182,2280774
2020-09-21,675799,1670278,2346077
2020-09-22,642298,1669681,2311979
2020-09-23,608850,1669205,2278055
2020-09-24,627550,1670088,2297638
2020-09-25,583284,1670788,2254072
2020-09-28,640685,1672946,2313631
2020-09-29,619889,1675403,2295292
2020-09-30,716140,1677555,2393695
2020-10-01,904354,1684617,2588971
2020-10-02,718459,1686077,2404536
2020-10-05,747064,1688560,2435624
2020-10-06,761799,1691075,2452874
2020-10-07,691985,1692177,2384162
2020-10-08,657514,1698322,2355836
2020-10-09,599569,1701624,2301193
2020-10-13,638021,1702543,2340564
2020-10-14,601068,1701875,2302943
2020-10-15,609984,1700589,2310573
2020-10-16,586954,1698488,2285442
2020-10-19,597355,1696674,2294029
2020-10-20,570172,1693619,2263791
2020-10-21,573374,1690462,2263836
2020-10-22,567537,1688225,2255762
2020-10-23,594181,1685445,2279626
2020-10-26,629279,1685037,2314316
2020-10-27,555978,1684021,2239999
2020-10-28,588753,1683233,2271986
2020-10-29,562415,1684207,2246622
2020-10-30,540057,1685004,2225061
2020-11-02,653867,1686197,2340064
2020-11-03,648235,1690078,2338313
2020-11-04,643094,1695456,2338550
2020-11-05,662227,1697998,2360225
2020-11-09,750413,1698747,2449160
2020-11-10,724829,1696843,2421672
2020-11-11,682011,1694490,2376501
2020-11-12,730097,1693522,2423619
2020-11-13,653741,1692785,2346526
2020-11-16,674709,1692112,2366821
2020-11-17,667504,1690321,2357825
2020-11-18,668697,1689238,2357935
2020-11-19,613272,1687504,2300776
2020-11-20,612476,1686220,2298696
2020-11-24,630693,1686726,2317419
2020-11-25,605371,1692953,2298324
2020-11-26,614793,1694442,2309235
2020-11-27,635600,1700391,2335991
2020-11-30,522105,1705170,2227275
2020-12-01,640179,1707906,2348085
2020-12-02,665426,1716252,2381678
2020-12-03,643045,1730304,2373349
2020-12-04,643265,1738469,2381734
2020-12-09,752277,1747010,2499287
2020-12-10,742352,1755663,2498015
2020-12-11,694860,1758331,2453191
2020-12-14,638172,1761476,2399648
2020-12-15,590931,1766355,2357286
2020-12-16,573537,1772166,2345703
2020-12-17,621997,1778652,2400649
2020-12-18,645101,1788193,2433294
2020-12-21,636012,1807695,2443707
2020-12-22,644396,1834267,2478663
2020-12-23,544419,1858376,2402795
2020-12-28,658012,1887425,2545437
2020-12-29,683898,1897746,2581644
2020-12-30,572435,1897825,2470260
2021-01-04,729205,1897544,2626749
2021-01-05,724878,1894407,2619285
2021-01-06,767470,1891553,2659023
2021-01-07,795589,1888402,2683991
2021-01-08,688651,1885161,2573812
2021-01-11,713186,1881753,2594939
2021-01-12,722548,1878166,2600714
2021-01-13,784478,1874086,2658564
2021-01-14,762764,1868435,2631199
2021-01-15,736546,1863034,2599580
2021-01-18,705271,1859758,2565029
2021-01-19,715944,1854589,2570533
2021-01-20,752514,1849831,2602345
2021-01-21,760694,1845722,2606416
2021-01-22,776526,1841464,2617990
2021-01-25,783544,1839233,2622777
2021-01-26,763624,1836660,2600284
2021-01-27,728447,1835096,2563543
2021-01-28,759686,1833262,2592948
2021-01-29,650239,1831071,2481310
2021-02-01,773238,1831140,2604378
2021-02-02,775600,1830604,2606204
2021-02-03,779977,1830768,2610745
